3.2459363470201695e-02, 7.7426368268112780e-07
2.0000000000000000e+00, 7.7426368268112780e-07
1.0000000000000000e-02, 1.2915496650148827e-06
1.8016482306544110e-02, 1.2915496650148827e-06
3.2459363470201695e-02, 1.2915496650148827e-06
5.8480354764257315e-02, 1.2915496650148827e-06
1.0536102768906644e-01, 1.2915496650148827e-06
3.2459363470201695e-02, 2.1544346900318822e-06
1.0536102768906644e-01, 2.1544346900318822e-06
1.0536102768906644e-01, 3.5938136638046257e-06
6.1615502775833431e-01, 5.9948425031894087e-06
